5,0
3.8730059999999997,-0.111981
"na","na"
8.478645,-0.49578999999999995
"na","na"
5,1
3.894815,-0.13372799999999999
"na","na"
8.534051,-0.585096
"na","na"
5,2
3.863626,-0.185618
"na","na"
8.494997999999999,-0.826465
"na","na"
5,3
3.8658889999999997,-0.155752
"na","na"
8.479443999999999,-0.698292
"na","na"
5,4
3.8879439999999996,-0.11037899999999999
"na","na"
8.510366,-0.484056
"na","na"
5,5
3.861964,-0.171118
"na","na"
8.482961999999999,-0.761533
"na","na"
5,6
3.8518489999999996,-0.163793
"na","na"
8.454926,-0.7400319999999999
"na","na"
5,7
3.842357,-0.16988399999999998
"na","na"
8.435774,-0.774512
"na","na"
5,8
3.8637379999999997,-0.18297
"na","na"
8.491551,-0.821082
"na","na"
5,9
3.877042,-0.168281
"na","na"
8.512877999999999,-0.744154
"na","na"
5,10
3.8772659999999997,-0.11677499999999999
"na","na"
8.49109,-0.5126229999999999
"na","na"
5,11
3.873424,-0.106293
"na","na"
8.479367,-0.467375
"na","na"
5,12
3.859047,-0.090088
"na","na"
8.444046,-0.39737999999999996
"na","na"
5,13
3.857809,-0.114246
"na","na"
8.444137999999999,-0.5149859999999999
"na","na"
5,14
3.866873,-0.153835
"na","na"
8.482479999999999,-0.687083
"na","na"
5,15
3.88691,-0.10813099999999999
"na","na"
8.50652,-0.47597799999999996
"na","na"
5,16
3.873998,-0.166565
"na","na"
8.502599,-0.7440439999999999
"na","na"
5,17
3.8695589999999997,-0.12085699999999999
"na","na"
8.474272,-0.536835
"na","na"
5,18
3.864303,-0.15978499999999998
"na","na"
8.479006,-0.717471
"na","na"
5,19
3.887504,-0.12396399999999999
"na","na"
8.514248,-0.544855
"na","na"
5,20
3.8863429999999997,-0.12739999999999999
"na","na"
8.514191,-0.558268
"na","na"
5,21
3.8705619999999996,-0.15459799999999999
"na","na"
8.495448999999999,-0.678701
"na","na"
5,22
3.8734189999999997,-0.119337
"na","na"
8.483483,-0.525988
"na","na"
5,23
3.868295,-0.186443
"na","na"
8.505606,-0.828322
"na","na"
5,24
3.8824639999999997,-0.101684
"na","na"
8.49692,-0.444227
"na","na"
5,25
3.8806719999999997,-0.114199
"na","na"
8.496258,-0.502115
"na","na"
5,26
3.861417,-0.16186299999999998
"na","na"
8.475211999999999,-0.724397
"na","na"
5,27
3.871931,-0.128028
"na","na"
8.483839999999999,-0.564473
"na","na"
5,28
3.8565519999999998,-0.159914
"na","na"
8.461318,-0.723974
"na","na"
5,29
3.87066,-0.10916899999999999
"na","na"
8.471392999999999,-0.486147
"na","na"
5,30
3.8774219999999997,-0.111843
"na","na"
8.488147999999999,-0.493911
"na","na"
5,31
3.8791189999999998,-0.150611
"na","na"
8.511272,-0.65857
"na","na"
5,32
3.896995,-0.142851
"na","na"
8.542940999999999,-0.622643
"na","na"
5,33
3.907634,-0.112353
"na","na"
8.554255,-0.48539899999999997
"na","na"
5,34
3.894872,-0.10349499999999999
"na","na"
8.523707,-0.45114
"na","na"
5,35
3.847536,-0.17901499999999998
"na","na"
8.456757,-0.806878
"na","na"
5,36
3.9046529999999997,-0.164157
"na","na"
8.568805,-0.7158019999999999
"na","na"
5,37
3.868676,-0.104504
"na","na"
8.465508,-0.465526
"na","na"
5,38
3.8568409999999997,-0.163569
"na","na"
8.466011,-0.73609
"na","na"
5,39
3.8541179999999997,-0.181471
"na","na"
8.46921,-0.819835
"na","na"
5,40
3.819683,-0.180135
"na","na"
8.389831,-0.8409439999999999
"na","na"
5,41
3.830412,-0.182314
"na","na"
8.414577999999999,-0.845784
"na","na"
5,42
3.878586,-0.163386
"na","na"
8.513809,-0.721241
"na","na"
5,43
3.868388,-0.10181899999999999
"na","na"
8.464152,-0.45352499999999996
"na","na"
5,44
3.877043,-0.152363
"na","na"
8.503915,-0.674972
"na","na"
5,45
3.871402,-0.1211
"na","na"
8.477643,-0.538057
"na","na"
5,46
3.903422,-0.131631
"na","na"
8.552132,-0.5718869999999999
"na","na"
5,47
3.871869,-0.167968
"na","na"
8.505488,-0.738895
"na","na"
5,48
3.864287,-0.170431
"na","na"
8.487673,-0.7565879999999999
"na","na"
5,49
3.873843,-0.092666
"na","na"
8.471403,-0.414093
"na","na"
5,50
3.882117,-0.124305
"na","na"
8.503166,-0.546883
"na","na"
5,51
3.8602209999999997,-0.106372
"na","na"
8.448646,-0.475495
"na","na"
5,52
3.859507,-0.11079399999999999
"na","na"
8.447811,-0.496202
"na","na"
5,53
3.882088,-0.118479
"na","na"
8.498517,-0.526145
"na","na"
5,54
3.8882839999999996,-0.11973199999999999
"na","na"
8.515865999999999,-0.5229929999999999
"na","na"
5,55
3.876947,-0.102104
"na","na"
8.482172,-0.454239
"na","na"
5,56
3.8684849999999997,-0.16952
"na","na"
8.49432,-0.757052
"na","na"
5,57
3.8647039999999997,-0.115564
"na","na"
8.460887,-0.516478
"na","na"
5,58
3.870103,-0.109387
"na","na"
8.470536,-0.48720399999999997
"na","na"
5,59
3.90447,-0.106829
"na","na"
8.544341,-0.465649
"na","na"
5,60
3.871534,-0.099885
"na","na"
8.468304999999999,-0.448484
"na","na"
