23,0
3.8326369999999996,-0.072199
"na","na"
8.256463,-0.23482899999999998
"na","na"
23,1
3.8468959999999996,-0.062737
"na","na"
8.302731999999999,-0.207122
"na","na"
23,2
3.83399,-0.068558
"na","na"
8.263759,-0.22369999999999998
"na","na"
23,3
3.8472679999999997,-0.10324599999999999
"na","na"
8.247033,-0.37348699999999996
"na","na"
23,4
3.9044719999999997,-0.06695899999999999
"na","na"
8.486134,-0.27999399999999997
"na","na"
23,5
3.8239829999999997,-0.08209799999999999
"na","na"
8.251334,-0.26055
"na","na"
23,6
3.807489,-0.08849
"na","na"
8.252056,-0.252195
"na","na"
23,7
3.8295529999999998,-0.07073399999999999
"na","na"
8.257817,-0.22816799999999998
"na","na"
23,8
3.838161,-0.069726
"na","na"
8.27062,-0.229812
"na","na"
23,9
3.837868,-0.117864
"na","na"
8.294361,-0.511938
"na","na"
23,10
3.8606,-0.07707599999999999
"na","na"
8.350465,-0.310144
"na","na"
23,11
3.833865,-0.06661199999999999
"na","na"
8.266314,-0.216353
"na","na"
23,12
3.817809,-0.062283
"na","na"
8.265409,-0.191707
"na","na"
23,13
3.8192019999999998,-0.073077
"na","na"
8.259376,-0.220557
"na","na"
23,14
3.823822,-0.086334
"na","na"
8.250706,-0.26375499999999996
"na","na"
23,15
3.851988,-0.06419699999999999
"na","na"
8.311764,-0.212332
"na","na"
23,16
3.8601929999999998,-0.11512599999999999
"na","na"
8.356499,-0.49915699999999996
"na","na"
23,17
3.8257749999999997,-0.077948
"na","na"
8.255302,-0.240585
"na","na"
23,18
3.8247839999999997,-0.063885
"na","na"
8.26273,-0.204402
"na","na"
23,19
3.8379649999999996,-0.08587499999999999
"na","na"
8.247102,-0.282388
"na","na"
23,20
3.8336259999999998,-0.11599699999999999
"na","na"
8.221746,-0.42812
"na","na"
23,21
3.8256259999999997,-0.087989
"na","na"
8.24425,-0.297439
"na","na"
23,22
"nf","nf"
"na","na"
"nf","nf"
"na","na"
23,23
3.8714969999999997,-0.101729
"na","na"
8.394036999999999,-0.43367999999999995
"na","na"
23,24
3.8413079999999997,-0.064915
"na","na"
8.286525,-0.20984
"na","na"
23,25
3.835378,-0.07368
"na","na"
8.256644,-0.23926
"na","na"
23,26
3.829461,-0.068531
"na","na"
8.258739,-0.223659
"na","na"
23,27
3.8251839999999997,-0.08491599999999999
"na","na"
8.246293999999999,-0.28662299999999996
"na","na"
23,28
3.8218099999999997,-0.059764
"na","na"
8.266111,-0.188409
"na","na"
23,29
3.8362749999999997,-0.066373
"na","na"
8.270375,-0.216156
"na","na"
23,30
3.842837,-0.092085
"na","na"
8.244176999999999,-0.309762
"na","na"
23,31
3.835263,-0.08199999999999999
"na","na"
8.250081,-0.266957
"na","na"
23,32
3.843975,-0.085404
"na","na"
8.256253,-0.27595
"na","na"
23,33
3.859756,-0.07692
"na","na"
8.310305999999999,-0.256351
"na","na"
23,34
3.8520749999999997,-0.066893
"na","na"
8.306785999999999,-0.214416
"na","na"
23,35
3.826005,-0.06493399999999999
"na","na"
8.261806,-0.20882399999999998
"na","na"
23,36
3.837852,-0.083396
"na","na"
8.248206999999999,-0.27663
"na","na"
23,37
3.8332849999999996,-0.064173
"na","na"
8.267123999999999,-0.207673
"na","na"
23,38
3.816748,-0.088139
"na","na"
8.25173,-0.25853699999999996
"na","na"
23,39
3.828824,-0.070868
"na","na"
8.258318,-0.225716
"na","na"
23,40
3.800942,-0.072772
"na","na"
8.250804,-0.205065
"na","na"
23,41
3.812516,-0.077663
"na","na"
8.257800999999999,-0.22824699999999998
"na","na"
23,42
3.824686,-0.059522
"na","na"
8.264253,-0.197163
"na","na"
23,43
3.834926,-0.060194
"na","na"
8.278486,-0.198348
"na","na"
23,44
3.842438,-0.074166
"na","na"
8.272376,-0.240831
"na","na"
23,45
3.8303879999999997,-0.078419
"na","na"
8.252551,-0.25437699999999996
"na","na"
23,46
3.8631699999999998,-0.085463
"na","na"
8.305337999999999,-0.28954799999999997
"na","na"
23,47
3.8305209999999996,-0.069714
"na","na"
8.257336,-0.23052699999999998
"na","na"
23,48
3.844524,-0.030840999999999997
"na","na"
8.359497,-0.118779
"na","na"
23,49
3.843337,-0.054556999999999994
"na","na"
8.305612,-0.175693
"na","na"
23,50
3.8444599999999998,-0.077537
"na","na"
8.272681,-0.256869
"na","na"
23,51
3.8445099999999996,-0.102985
"na","na"
8.319438,-0.445515
"na","na"
23,52
3.825611,-0.067855
"na","na"
8.259689999999999,-0.21903299999999998
"na","na"
23,53
3.842152,-0.07657699999999999
"na","na"
8.265918,-0.253104
"na","na"
23,54
3.86867,-0.020392
"na","na"
8.422392,-0.072069
"na","na"
23,55
3.8382989999999997,-0.067258
"na","na"
8.272725,-0.21900799999999998
"na","na"
23,56
3.8472199999999996,-0.133572
"na","na"
8.337919,-0.5920179999999999
"na","na"
23,57
3.825754,-0.07239799999999999
"na","na"
8.258721,-0.223749
"na","na"
23,58
3.84732,-0.12970099999999998
"na","na"
8.323395999999999,-0.571785
"na","na"
23,59
3.862824,-0.068775
"na","na"
8.32785,-0.221832
"na","na"
23,60
3.838977,-0.062538
"na","na"
8.281692999999999,-0.20432899999999998
"na","na"
