203,0
3.8329519999999997,-0.07164899999999999
4.45282,-0.13466899999999998
8.256694,-0.23368899999999998
6.009494,-0.39248299999999997
203,1
3.847235,-0.061932999999999995
4.514343,-0.156409
8.304902,-0.204368
6.238664,-0.335205
203,2
3.8350809999999997,-0.066193
4.464732,-0.095688
8.270470999999999,-0.215891
6.183517999999999,-0.23882299999999998
203,3
3.854834,-0.10006699999999999
4.457523999999999,-0.14466099999999998
8.262946,-0.344729
6.1239669999999995,-0.377004
203,4
3.848668,-0.086862
4.438867,-0.11380399999999999
8.266508,-0.28898199999999996
6.144221,-0.284423
203,5
3.824219,-0.081732
4.448465,-0.140677
8.249649999999999,-0.26917199999999997
5.99879,-0.404742
203,6
3.809199,-0.085919
4.409782,-0.138655
8.255003,-0.24207399999999998
5.943534,-0.391443
203,7
3.8298829999999997,-0.070242
4.425967,-0.14366299999999999
8.257826999999999,-0.228117
5.944122999999999,-0.419261
203,8
3.8381809999999996,-0.069695
4.441336,-0.150636
8.270722,-0.229705
5.902996,-0.464308
203,9
3.822883,-0.086444
4.4188529999999995,-0.13689199999999999
8.249464999999999,-0.270124
6.058591,-0.361773
203,10
3.8778629999999996,-0.114226
4.46779,-0.253849
8.412142,-0.49012999999999995
6.2060699999999995,-0.597474
203,11
3.834311,-0.065718
4.429295,-0.136994
8.268934999999999,-0.21335199999999999
5.941965,-0.405078
203,12
3.817957,-0.061992
4.42981,-0.12054899999999999
8.265464,-0.19144799999999998
5.967376,-0.35911899999999997
203,13
3.821393,-0.069702
4.393969,-0.144922
8.260586,-0.214694
5.872724,-0.425025
203,14
3.8386609999999997,-0.09884899999999999
4.426508,-0.209334
8.233554,-0.356629
5.8530299999999995,-0.610901
203,15
3.8528759999999997,-0.061986
4.471159,-0.126305
8.317608,-0.20460699999999998
6.116859,-0.351807
203,16
3.835152,-0.078557
4.4520729999999995,-0.12442399999999999
8.253838,-0.24789899999999998
6.006965999999999,-0.357742
203,17
3.8265949999999997,-0.076551
4.442743,-0.125117
8.253832,-0.24792999999999998
6.0095339999999995,-0.356633
203,18
3.8254889999999997,-0.062886
4.493586,-0.111694
8.262457,-0.205707
6.167007,-0.303616
203,19
3.839035,-0.08418199999999999
4.478984,-0.134356
8.248531,-0.274947
6.0539879999999995,-0.38778999999999997
203,20
3.865124,-0.12294799999999999
4.4665289999999995,-0.267127
8.410072999999999,-0.542978
6.299932,-0.51988
203,21
3.825377,-0.088417
4.478816,-0.125723
8.246891999999999,-0.283483
6.101844,-0.35040099999999996
203,22
3.8582959999999997,-0.027732
