fit,j,l1,l2,l3,l4,M30/MeV,rho30re/Mpi,rho30im/Mpi,sigma30re/Mpi,sigma30im/Mpi,M20/MeV,rho21re/Mpi,rho21im/Mpi,sigma21re/Mpi,sigma21im/Mpi,Mph/MeV,rhophre/Mpi,rhophim/Mpi,sigmaphre/Mpi,sigmaphim/Mpi
203,0,-0.004623909161761506,0.0042091718460701005,0.008497046386534729,0.0038271006161030956,304.89353,2.596467013181473,-0.0813353497326325,1.9465726892091555,-0.5326505138645354,207.342771,3.607223771366005,-0.26129235859107164,2.3331546329711657,-1.0592446433749885,139.57,5.2160407510919775,-0.5184296740470455,3.0907189689848855,-1.8077689701197224
203,1,-0.004611633051552446,0.004209276363035376,0.008776831451346216,0.0038271006161030956,304.820027,2.599067779832118,-0.08193839145295663,1.9517224083240161,-0.534970516436387,207.323559,3.6104105117123146,-0.262324312518937,2.3361099753965555,-1.0586851554049914,139.57,5.220165793612486,-0.5200041200984413,3.092855873394228,-1.8059323870055233
203,2,-0.004653453206280627,0.0041987879233832005,0.007647711686546777,0.0038271006161030956,304.98965,2.591643449766171,-0.08020389907472263,1.931212459208676,-0.5259508903283036,207.302341,3.6021268278471092,-0.2594620704471373,2.325003241878016,-1.061698492827462,139.57,5.207849370588409,-0.515313529962404,3.0844248844638806,-1.8132063093528588
203,3,-0.004583790166891671,0.004315022692878599,0.009427779404740808,0.0038271006161030956,304.878372,2.594372394539133,-0.08081664061144307,1.968577756676996,-0.5370482345488006,207.408075,3.603185659730733,-0.26009491143073504,2.348369653629385,-1.050350121754659,139.57,5.211728636377067,-0.5167875580530322,3.105994827894293,-1.7912414144865105
203,4,-0.004621397765053987,0.004203880448185879,0.008725891336115447,0.0038271006161030956,304.802088,2.59797326849626,-0.08166138905103339,1.9499406033690878,-0.5348793975588351,207.337229,3.608527204994433,-0.2617202200934667,2.3344090863655387,-1.059569064179268,139.57,5.217779972440708,-0.5190930739311307,3.0910490757885825,-1.8078807424319077
203,5,-0.004615269310005974,0.004261584854637856,0.008307068147288592,0.0038271006161030956,304.924842,2.5932425345035113,-0.08056288792690566,1.947281331372555,-0.5297979337056393,207.231467,3.604831006368223,-0.2601912244650201,2.336906703430138,-1.0563242695972086,139.57,5.210128276408216,-0.5161790866342827,3.095658293286538,-1.801380948315191
203,6,-0.004614999453196742,0.004218949616030657,0.008555676632967506,0.0038271006161030956,304.98325,2.596550166319828,-0.08139767074678947,1.9484734004251738,-0.5324556985439349,207.191455,3.610545215774654,-0.2620228088645527,2.336011714746932,-1.0592383210403995,139.57,5.217396630859512,-0.518946800695363,3.0927753922311245,-1.8055091654782989
203,7,-0.004612255957885767,0.004248011892325538,0.008650937145900262,0.0038271006161030956,304.768271,2.5959823958946253,-0.08115833500238206,1.9520278444516437,-0.5333594962063571,207.257836,3.606724234406961,-0.26090080398285637,2.338137048488966,-1.0569267368409272,139.57,5.213424386745427,-0.517432869882129,3.0956127879713886,-1.8022185694609134
203,8,-0.004639431248549306,0.004161089995472034,0.008312162443310279,0.0038271006161030956,304.922709,2.597733793898498,-0.08165933182674856,1.9400411371995208,-0.5322544542129215,207.581775,3.6054922491927655,-0.26133001669676337,2.325969698492729,-1.0611263068406387,139.57,5.2189145660847345,-0.5195261823631515,3.0844781100079017,-1.8147509943389717
203,9,-0.0045991243501289315,0.004250113971988282,0.008929604752040807,0.0038271006161030956,304.888652,2.597241394024097,-0.08152266181885497,1.9569130210936312,-0.5348558855840038,207.407711,3.6072240114224576,-0.2614624822867421,2.3401409520009024,-1.0548846325651222,139.57,5.217495446997792,-0.5189845034926173,3.0980053561379424,-1.800049667392851
