FitNr,key,MP/mpi2,lmax/shells,kmax/momlu,2b-model,l1r,l2r,l3r,l4r,csc/mpi^{-2},csp208,ms208/mpi,crc208/mpi^{-2},crp208,mr208/mpi,csc305/mpi^{-2},csp305,ms305/mpi,crc305/mpi^{-2},crp305,mr305/mpi,chi2dof,Ndata,Npars,ReP208/mpi,ImP208/mpi,ReP305/mpi,ImP305/mpi
108,no34mIAM-general_x_c_x-mp_1.0-lm_35-km_5,1.0,35,5,mIAM2,-0.00474743,0.00395424,/,/,-2.63598,/,/,/,/,/,/,/,/,/,/,/,1.1488218032515327,27,3
118,mIAM-general_c_c_x-mp_1.0-lm_3-km_5,1.0,3,5,mIAM4,-0.00464002,0.0041624,0.00676404,0.00431583,-1.86196,/,/,-10.9518,/,/,/,/,/,/,/,/,1.0467147690932752,27,6
119,mIAM-general_c_c_x-mp_1.0-lm_4-km_5,1.0,4,5,mIAM4,-0.00464001,0.00416241,0.00676427,0.00431564,-1.86412,/,/,-10.9173,/,/,/,/,/,/,/,/,1.046730600257226,27,6
120,mIAM-general_c_c_x-mp_1.0-lm_35-km_5,1.0,35,5,mIAM4,-0.00464002,0.0041624,0.00676404,0.00431583,-1.86196,/,/,-10.9518,/,/,/,/,/,/,/,/,1.0467147690932752,27,6
121,no4mIAM-general_c_c_x-mp_1.0-lm_3-km_5,1.0,3,5,mIAM3,-0.00467827,0.00409662,0.00581419,/,8.63223,/,/,-17.4116,/,/,/,/,/,/,/,/,1.0500502913016874,27,5
122,no4mIAM-general_c_c_x-mp_1.0-lm_4-km_5,1.0,4,5,mIAM3,-0.00464527,0.00416091,0.00674948,/,-1.89334,/,/,-10.9334,/,/,/,/,/,/,/,/,0.9994110666716193,27,5
123,no4mIAM-general_c_c_x-mp_1.0-lm_35-km_5,1.0,35,5,mIAM3,-0.00467827,0.00409662,0.00581419,/,8.63223,/,/,-17.4116,/,/,/,/,/,/,/,/,1.0500502913016874,27,5
124,no34mIAM-general_c_c_x-mp_1.0-lm_3-km_5,1.0,3,5,mIAM2,-0.00475863,0.0039316,/,/,-1.25867,/,/,-11.5674,/,/,/,/,/,/,/,/,1.1569609647178443,27,4
125,no34mIAM-general_c_c_x-mp_1.0-lm_4-km_5,1.0,4,5,mIAM2,-0.00475863,0.0039316,/,/,-1.26385,/,/,-11.5263,/,/,/,/,/,/,/,/,1.1570015297898082,27,4
126,no34mIAM-general_c_c_x-mp_1.0-lm_35-km_5,1.0,35,5,mIAM2,-0.00475863,0.0039316,/,/,-1.25867,/,/,-11.5674,/,/,/,/,/,/,/,/,1.1569609647178443,27,4
127,mIAM-general_x_p_x-mp_1.0-lm_3-km_5,1.0,3,5,mIAM4,-0.0051302,0.00421062,0.0121395,-0.0171472,/,656.878,10.9072,/,/,/,/,35.2947,4.40376,/,/,/,1.3834159951941858,36,8
128,mIAM-general_x_p_x-mp_1.0-lm_4-km_5,1.0,4,5,mIAM4,-0.0051384,0.00420758,0.0121307,-0.0173317,/,656.877,10.8844,/,/,/,/,35.3228,4.40174,/,/,/,1.3956895210186915,36,8
129,mIAM-general_x_p_x-mp_1.0-lm_35-km_5,1.0,35,5,mIAM4,-0.0051302,0.00421062,0.0121395,-0.0171472,/,656.878,10.9072,/,/,/,/,35.2947,4.40376,/,/,/,1.3834159951941858,36,8
130,no4mIAM-general_x_p_x-mp_1.0-lm_3-km_5,1.0,3,5,mIAM3,-0.00455418,0.0043474,0.011825,/,/,139.715,7.83096,/,/,/,/,10.7949,4.073,/,/,/,1.1535261715051417,36,7
131,no4mIAM-general_x_p_x-mp_1.0-lm_4-km_5,1.0,4,5,mIAM3,-0.00456376,0.00432766,0.0117549,/,/,16.912,4.98399,/,/,/,/,10.8251,4.07353,/,/,/,1.1377995079125227,36,7
132,no4mIAM-general_x_p_x-mp_1.0-lm_35-km_5,1.0,35,5,mIAM3,-0.00455418,0.0043474,0.011825,/,/,139.715,7.83096,/,/,/,/,10.7949,4.073,/,/,/,1.1535261715051417,36,7
133,no34mIAM-general_x_p_x-mp_1.0-lm_3-km_5,1.0,3,5,mIAM2,-0.0047638,0.00391031,/,/,/,634.01,15.7288,/,/,/,/,2.24474,4.01867,/,/,/,2.3304949642106223,36,6
134,no34mIAM-general_x_p_x-mp_1.0-lm_4-km_5,1.0,4,5,mIAM2,-0.0047734,0.00388976,/,/,/,637.559,15.2963,/,/,/,/,1.33266,3.95095,/,/,/,2.343830511110292,36,6
135,no34mIAM-general_x_p_x-mp_1.0-lm_35-km_5,1.0,35,5,mIAM2,-0.0047638,0.00391031,/,/,/,634.01,15.7288,/,/,/,/,2.24474,4.01867,/,/,/,2.3304949642106223,36,6
